Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency,Year,Month,YearMonth,Day,Weekday
2017-12-19 20:25:07,Cash,Family,Pocket Money,Nan,500.0,Expense,Inr,2017,December,2017-12,19,Tuesday
2017-12-19 18:57:13,Cash,Food,Snacks,Chicken Frankie,45.0,Expense,Inr,2017,December,2017-12,19,Tuesday
2017-12-19 17:53:14,Share Market Trading,Saving Bank Account 1,Nan,Fund Withdrawal,108.96,Transfer-Out,Inr,2017,December,2017-12,19,Tuesday
2017-12-19 17:53:27,Cash,Transportation,Train,Place 0 To Ws Return,10.0,Expense,Inr,2017,December,2017-12,19,Tuesday
2017-12-19 06:38:08,Saving Bank Account 1,Food,Milk,Milk 1Lit,69.0,Expense,Inr,2017,December,2017-12,19,Tuesday
2017-12-18 06:00:09,Credit Card,Apparel,Clothing,Undergarment Single,312.0,Expense,Inr,2017,December,2017-12,18,Monday
2017-12-17 22:28:06,Credit Card,Food,Dinner,At Restaurant,505.0,Expense,Inr,2017,December,2017-12,17,Sunday
2017-12-17 22:27:36,Cash,Transportation,Auto,Within City,30.0,Expense,Inr,2017,December,2017-12,17,Sunday
2017-12-17 22:26:42,Credit Card,Household,Kirana,Dmart,878.0,Expense,Inr,2017,December,2017-12,17,Sunday
2017-12-17 17:49:59,Cash,Food,Tea,2 Cutting Chai,20.0,Expense,Inr,2017,December,2017-12,17,Sunday
2017-12-17 17:48:57,Cash,Transportation,Auto,College To Inorbit,25.0,Expense,Inr,2017,December,2017-12,17,Sunday
2017-12-17 16:28:43,Cash,Transportation,Train,Place 0 To Place 4 Return,20.0,Expense,Inr,2017,December,2017-12,17,Sunday
2017-12-17 16:28:24,Cash,Transportation,Auto,Current Residence To Place 0,15.0,Expense,Inr,2017,December,2017-12,17,Sunday
2017-12-16 07:24:10,Saving Bank Account 1,Food,Milk,Milk 1Lit,69.0,Expense,Inr,2017,December,2017-12,16,Saturday
2017-12-15 07:24:31,Cash,Other,Nan,Nosebud,10.0,Expense,Inr,2017,December,2017-12,15,Friday
2017-12-15 07:24:31,Cash,Food,Ice Cream,Chocobar,15.0,Expense,Inr,2017,December,2017-12,15,Friday
2017-12-14 20:17:25,Saving Bank Account 1,Petty Cash,Nan,From Family,3000.0,Income,Inr,2017,December,2017-12,14,Thursday
2017-12-14 20:17:25,Cash,Food,Grocery,Paneer + 1 Kg Onion,145.0,Expense,Inr,2017,December,2017-12,14,Thursday
2017-12-13 22:00:09,Cash,Apparel,Laundry,Clothes Ironing,98.0,Expense,Inr,2017,December,2017-12,13,Wednesday
2017-12-13 17:42:27,Cash,Family,Pocket Money,Nan,20.0,Expense,Inr,2017,December,2017-12,13,Wednesday
2017-12-13 07:31:27,Saving Bank Account 1,Food,Milk,Milk 1Lit,69.0,Expense,Inr,2017,December,2017-12,13,Wednesday
2017-11-30 20:20:53,Saving Bank Account 1,Health,Medicine,5 Meftal Spas,22.0,Expense,Inr,2017,November,2017-11,30,Thursday
2017-11-30 20:20:53,Saving Bank Account 1,Health,Health,Glasses Remaining,800.0,Expense,Inr,2017,November,2017-11,30,Thursday
2017-11-30 20:20:53,Credit Card,Health,Health,Family'S Glasses,22700.0,Expense,Inr,2017,November,2017-11,30,Thursday
2017-11-30 16:56:20,Saving Bank Account 1,Money Transfer,Home,Nan,10000.0,Expense,Inr,2017,November,2017-11,30,Thursday
2017-11-30 16:17:01,Saving Bank Account 1,Saving Bank Account 2,Nan,Nan,77.33,Transfer-Out,Inr,2017,November,2017-11,30,Thursday
2017-11-30 08:55:08,Cash,Family,Pocket Money,Change,50.0,Expense,Inr,2017,November,2017-11,30,Thursday
2017-11-30 08:15:06,Saving Bank Account 1,Salary,Nan,From Workplace,64636.0,Income,Inr,2017,November,2017-11,30,Thursday
2017-11-28 17:35:35,Saving Bank Account 1,Food,Bread,Sweet Bread Cake Pav Kg,90.0,Expense,Inr,2017,November,2017-11,28,Tuesday
2017-11-28 17:35:35,Saving Bank Account 1,Food,Eggs,6 Eggs,42.0,Expense,Inr,2017,November,2017-11,28,Tuesday
2017-11-28 17:35:35,Saving Bank Account 1,Food,Bread,Nan,18.0,Expense,Inr,2017,November,2017-11,28,Tuesday
2017-11-28 17:35:35,Credit Card,Household,Kirana,Toast+ Biscuits,115.0,Expense,Inr,2017,November,2017-11,28,Tuesday
2017-11-28 17:35:35,Saving Bank Account 1,Food,Vegetables,Nan,140.0,Expense,Inr,2017,November,2017-11,28,Tuesday
2017-11-28 08:30:27,Saving Bank Account 1,Food,Milk,1 Lit,69.0,Expense,Inr,2017,November,2017-11,28,Tuesday
2017-11-27 21:05:52,Saving Bank Account 1,Health,Health,Glasses Advance,1000.0,Expense,Inr,2017,November,2017-11,27,Monday
2017-11-27 21:05:37,Saving Bank Account 1,Gpay Reward,Nan,Nan,7.0,Income,Inr,2017,November,2017-11,27,Monday
2017-11-27 16:07:30,Cash,Transportation,Auto,2 Place 0 To Current Residence,30.0,Expense,Inr,2017,November,2017-11,27,Monday
2017-11-27 13:39:29,Cash,Transportation,Auto,Place 6 Station To  Mall,30.0,Expense,Inr,2017,November,2017-11,27,Monday
2017-11-27 13:38:55,Cash,Transportation,Train,1 Place 0 To Place 6,5.0,Expense,Inr,2017,November,2017-11,27,Monday
2017-11-27 13:38:20,Credit Card,Apparel,Footwear,Sandals Hush Puppies,2699.0,Expense,Inr,2017,November,2017-11,27,Monday
2017-11-26 22:26:15,Saving Bank Account 1,Gpay Reward,Nan,Nan,8.0,Income,Inr,2017,November,2017-11,26,Sunday
2017-11-26 20:30:45,Cash,Transportation,Auto,Eye Institute To Place 6 Station,40.0,Expense,Inr,2017,November,2017-11,26,Sunday
2017-11-26 20:30:12,Credit Card,Health,Medicine,Eye Drop,159.0,Expense,Inr,2017,November,2017-11,26,Sunday
2017-11-26 17:29:44,Cash,Transportation,Auto,Place 6 Station To Eye Institute,40.0,Expense,Inr,2017,November,2017-11,26,Sunday
2017-11-26 17:25:47,Saving Bank Account 1,Health,Hospital,"Routine Checkup - Eye Institute, Place 6",400.0,Expense,Inr,2017,November,2017-11,26,Sunday
2017-11-26 16:59:29,Cash,Transportation,Train,1 Place 0 To Place 6 Return,10.0,Expense,Inr,2017,November,2017-11,26,Sunday
2017-11-25 10:25:57,Credit Card,Subscription,Tata Sky,Permanent Residence - Tata Play Recharge,156.0,Expense,Inr,2017,November,2017-11,25,Saturday
2017-11-25 09:29:45,Saving Bank Account 1,Food,Milk,1 Lit,69.0,Expense,Inr,2017,November,2017-11,25,Saturday
2017-11-25 09:29:08,Cash,Apparel,Laundry,Clothes Ironing : Rs 6 Per Item,90.0,Expense,Inr,2017,November,2017-11,25,Saturday
2017-11-25 08:35:44,Cash,Food,Vegetables,Half Kg Tomato,10.0,Expense,Inr,2017,November,2017-11,25,Saturday
2017-11-24 12:22:39,Credit Card,Culture,Movie,2 Pvr Place 6,314.0,Expense,Inr,2017,November,2017-11,24,Friday
2017-11-23 12:22:39,Cash,Food,Bread,Flatbread 8 Pcs,23.0,Expense,Inr,2017,November,2017-11,23,Thursday
2017-11-23 12:22:39,Cash,Food,Grocery,Dahi + Remaining Balance,17.0,Expense,Inr,2017,November,2017-11,23,Thursday
2017-11-23 12:22:39,Cash,Food,Flour Mill,3 Kg Bajari,21.0,Expense,Inr,2017,November,2017-11,23,Thursday
2017-11-23 06:16:26,Saving Bank Account 1,Food,Milk,1 Lit,69.0,Expense,Inr,2017,November,2017-11,23,Thursday
2017-11-20 18:39:39,Saving Bank Account 1,Food,Milk,Milk 1Lit,70.0,Expense,Inr,2017,November,2017-11,20,Monday
2017-11-20 18:39:05,Cash,Scrap,Nan,Nan,200.0,Income,Inr,2017,November,2017-11,20,Monday
2017-11-19 20:23:22,Saving Bank Account 1,Food,Snacks,1 Panipuri,20.0,Expense,Inr,2017,November,2017-11,19,Sunday
2017-11-19 20:23:06,Cash,Transportation,Auto,2 Place 0 To Current Residence,30.0,Expense,Inr,2017,November,2017-11,19,Sunday
2017-11-19 20:22:43,Cash,Transportation,Train,2 Place 0 To Place 6 Return,20.0,Expense,Inr,2017,November,2017-11,19,Sunday
2017-11-19 20:22:19,Cash,Transportation,Auto,2 Current Residence To Place 0,30.0,Expense,Inr,2017,November,2017-11,19,Sunday
2017-11-19 13:58:30,Credit Card,Culture,Movie,2 Pvr Place 6,436.0,Expense,Inr,2017,November,2017-11,19,Sunday
2017-11-18 22:20:50,Credit Card,Household,Kirana,Khobra + Shengdana+ Vim Bar,242.0,Expense,Inr,2017,November,2017-11,18,Saturday
2017-11-18 20:32:08,Saving Bank Account 1,Food,Eggs,6 Eggs,39.0,Expense,Inr,2017,November,2017-11,18,Saturday
2017-11-18 15:03:07,Saving Bank Account 1,Subscription,Mahanagar Gas,Nan,147.0,Expense,Inr,2017,November,2017-11,18,Saturday
2017-11-18 11:06:13,Saving Bank Account 1,Self-Development,Nan,Marathon,950.0,Expense,Inr,2017,November,2017-11,18,Saturday
2017-11-18 08:04:11,Saving Bank Account 1,Food,Milk,1.5 Lit Milk,104.0,Expense,Inr,2017,November,2017-11,18,Saturday
2017-11-17 22:26:31,Saving Bank Account 1,Food,Ice Cream,Vanila Family Pack,105.0,Expense,Inr,2017,November,2017-11,17,Friday
2017-11-17 22:25:48,Saving Bank Account 1,Household,Kirana,Agarbatti 55 + Dahi 25,80.0,Expense,Inr,2017,November,2017-11,17,Friday
2017-11-17 13:37:44,Saving Bank Account 1,Food,Flour Mill,4 Kg Gehu,28.0,Expense,Inr,2017,November,2017-11,17,Friday
2017-11-16 05:55:14,Saving Bank Account 1,Food,Milk,1 Lit,70.0,Expense,Inr,2017,November,2017-11,16,Thursday
2017-11-15 20:48:26,Credit Card,Food,Dinner,Home Food Delivery,524.0,Expense,Inr,2017,November,2017-11,15,Wednesday
2017-11-15 20:47:14,Saving Bank Account 1,Household,Kirana,Toast 55 + Kisan Jam 85 + All Out 75,209.0,Expense,Inr,2017,November,2017-11,15,Wednesday
2017-11-15 20:46:34,Saving Bank Account 1,Education,Stationary,Photo Paper Print,45.0,Expense,Inr,2017,November,2017-11,15,Wednesday
2017-11-15 20:46:03,Saving Bank Account 1,Food,Bread,Brown Bread,25.0,Expense,Inr,2017,November,2017-11,15,Wednesday
2017-11-15 20:43:38,Credit Card,Household,Kirana,Amul Butter 52 + Good Day Biscuits 43,95.0,Expense,Inr,2017,November,2017-11,15,Wednesday
2017-11-14 22:09:11,Cash,Food,Fruits,Nan,125.0,Expense,Inr,2017,November,2017-11,14,Tuesday
2017-11-14 22:08:41,Cash,Family,Pocket Money,Nan,770.0,Expense,Inr,2017,November,2017-11,14,Tuesday
2017-11-14 20:19:17,Saving Bank Account 1,Food,Grocery,Vegetables,160.0,Expense,Inr,2017,November,2017-11,14,Tuesday
2017-11-13 20:18:43,Saving Bank Account 1,Household,Kirana,Pani Puri Packet + Bundi + Chivda,180.0,Expense,Inr,2017,November,2017-11,13,Monday
2017-11-13 20:18:06,Saving Bank Account 1,Food,Milk,Milk 1Lit Varna,70.0,Expense,Inr,2017,November,2017-11,13,Monday
2017-11-13 20:17:37,Saving Bank Account 1,Food,Grocery,Onion 1 Kg + Half Kg Potato,50.0,Expense,Inr,2017,November,2017-11,13,Monday
2017-11-13 20:17:00,Credit Card,Household,Kirana,Maggie + Lizol,268.0,Expense,Inr,2017,November,2017-11,13,Monday
2017-11-13 20:16:48,Saving Bank Account 1,Food,Grocery,Shev Bhaji Sev Pav Kg,60.0,Expense,Inr,2017,November,2017-11,13,Monday
2017-10-29 22:56:05,Saving Bank Account 1,Subscription,Mobile Service Provider,Mobile Service Provider Freedom Pack,296.0,Expense,Inr,2017,October,2017-10,29,Sunday
2017-10-29 22:24:14,Credit Card,Subscription,Mobile Service Provider,Mobile Service Provider Freedom Pack,296.0,Expense,Inr,2017,October,2017-10,29,Sunday
2017-10-29 21:54:53,Credit Card,Subscription,Hotstar,Subscription 1Yr,795.49,Expense,Inr,2017,October,2017-10,29,Sunday
2017-10-27 12:55:49,Cash,Transportation,Auto,Permanent Residence To Bus Stand,40.0,Expense,Inr,2017,October,2017-10,27,Friday
2017-10-26 19:24:35,Cash,Transportation,Auto,Within City,50.0,Expense,Inr,2017,October,2017-10,26,Thursday
2017-10-26 19:23:26,Cash,Festivals,Diwali,Offering,50.0,Expense,Inr,2017,October,2017-10,26,Thursday
2017-10-26 16:34:04,Cash,Festivals,Diwali,Offering,10.0,Expense,Inr,2017,October,2017-10,26,Thursday
2017-10-26 13:01:57,Cash,Festivals,Diwali,Offering,500.0,Expense,Inr,2017,October,2017-10,26,Thursday
2017-10-25 21:51:03,Saving Bank Account 1,Petty Cash,Nan,From Family,3000.0,Income,Inr,2017,October,2017-10,25,Wednesday
2017-10-24 18:27:42,Saving Bank Account 1,Subscription,Mobile Service Provider,Mobile Service Provider Freedom Pack,296.0,Expense,Inr,2017,October,2017-10,24,Tuesday
2017-10-24 10:58:47,Cash,Food,Snacks,Dahi,10.0,Expense,Inr,2017,October,2017-10,24,Tuesday
2017-10-23 21:28:37,Cash,Household,Toiletries,Shampoo Sachets,9.0,Expense,Inr,2017,October,2017-10,23,Monday
2017-10-23 19:00:08,Cash,Apparel,Footwear,Slippers,220.0,Expense,Inr,2017,October,2017-10,23,Monday
2017-10-23 18:57:11,Cash,Festivals,Diwali,Aakash Kandil,200.0,Expense,Inr,2017,October,2017-10,23,Monday
2017-10-23 18:54:46,Cash,Household,Toiletries,Dettol Liquid Handwash Refill,99.0,Expense,Inr,2017,October,2017-10,23,Monday
2017-10-23 11:03:59,Cash,Household,Kitchen,Flour Mill,27.0,Expense,Inr,2017,October,2017-10,23,Monday
2017-10-23 09:02:11,Cash,Household,Kirana,Nan,50.0,Expense,Inr,2017,October,2017-10,23,Monday
2017-10-23 04:23:50,Saving Bank Account 1,Subscription,Tata Sky,Permanent Residence - Tata Play Recharge,191.0,Expense,Inr,2017,October,2017-10,23,Monday
2017-10-22 18:35:25,Cash,Transportation,Auto,Current Residence To Place 1 Bus Stop Highway,50.0,Expense,Inr,2017,October,2017-10,22,Sunday
2017-10-21 21:32:40,Credit Card,Other,Nan,Ipad Cover + Case,1888.0,Expense,Inr,2017,October,2017-10,21,Saturday
2017-10-21 19:30:30,Cash,Food,Grocery,Onion Half Kg 13 + Milkybar 10 + Colgate Maxfresh 10,33.0,Expense,Inr,2017,October,2017-10,21,Saturday
2017-10-21 13:43:21,Cash,Maid,Nan,Nan,2000.0,Expense,Inr,2017,October,2017-10,21,Saturday
2017-10-20 23:03:35,Saving Bank Account 1,Gift,Nan,Farewell Contribution,200.0,Expense,Inr,2017,October,2017-10,20,Friday
2017-10-20 19:54:58,Cash,Festivals,Diwali,Rangoli + Stamp,20.0,Expense,Inr,2017,October,2017-10,20,Friday
2017-10-19 21:44:36,Cash,Food,Snacks,Gupta Bhel,25.0,Expense,Inr,2017,October,2017-10,19,Thursday
2017-10-18 19:24:45,Credit Card,Transportation,Train,2 Place 2 To Place 3 : Sevagram Express 3Ac,1333.0,Expense,Inr,2017,October,2017-10,18,Wednesday
2017-10-18 19:16:25,Credit Card,Transportation,Train,2 Place 3 To Place 2 : Amritsar Express 3Ac,1231.0,Expense,Inr,2017,October,2017-10,18,Wednesday
2017-10-17 13:18:33,Saving Bank Account 1,Petty Cash,Nan,From Family,3000.0,Income,Inr,2017,October,2017-10,17,Tuesday
2017-10-13 12:33:18,Cash,Family,Pocket Money,Nan,70.0,Expense,Inr,2017,October,2017-10,13,Friday
2017-09-30 20:24:16,Saving Bank Account 1,Health,Medicine,Candid Dusting Powder,59.0,Expense,Inr,2017,September,2017-09,30,Saturday
2017-09-30 20:24:02,Saving Bank Account 1,Household,Kirana,Supermart,155.0,Expense,Inr,2017,September,2017-09,30,Saturday
2017-09-30 20:23:13,Saving Bank Account 1,Food,Grocery,Vegetables,135.0,Expense,Inr,2017,September,2017-09,30,Saturday
2017-09-30 20:22:53,Cash,Food,Grocery,Vegetables,30.0,Expense,Inr,2017,September,2017-09,30,Saturday
2017-09-30 17:03:55,Cash,Household,Kitchen,Cooktop Installation+ Base,600.0,Expense,Inr,2017,September,2017-09,30,Saturday
2017-09-30 10:12:34,Saving Bank Account 1,Salary,Nan,From Workplace,61578.0,Income,Inr,2017,September,2017-09,30,Saturday
2017-09-30 07:40:38,Saving Bank Account 1,Interest,Nan,Interest Paid,778.0,Income,Inr,2017,September,2017-09,30,Saturday
2017-09-29 21:53:47,Cash,Apparel,Laundry,Clothes Ironing : Rs 6 Per Item,60.0,Expense,Inr,2017,September,2017-09,29,Friday
2017-09-29 21:53:28,Cash,Food,Snacks,Gupta Bhel,25.0,Expense,Inr,2017,September,2017-09,29,Friday
2017-09-29 21:53:08,Cash,Food,Ice Cream,Vanila Cup,10.0,Expense,Inr,2017,September,2017-09,29,Friday
2017-09-29 21:52:32,Saving Bank Account 1,Health,Medicine,3 Tablet Nor Tz,21.0,Expense,Inr,2017,September,2017-09,29,Friday
2017-09-28 18:32:23,Saving Bank Account 1,Subscription,Tata Sky,Current Residence - Tata Play Recharge,215.0,Expense,Inr,2017,September,2017-09,28,Thursday
2017-09-28 16:58:46,Saving Bank Account 1,Transportation,Travels,2 Place 1 To Place 2 - Novelty Tour And Travels,2388.0,Expense,Inr,2017,September,2017-09,28,Thursday
2017-09-27 20:17:00,Cash,Household,Kirana,Nan,312.0,Expense,Inr,2017,September,2017-09,27,Wednesday
2017-09-27 15:55:05,Saving Bank Account 1,Gpay Reward,Nan,Nan,6.0,Income,Inr,2017,September,2017-09,27,Wednesday
2017-09-27 15:53:49,Saving Bank Account 1,Gift,Nan,Farewell Contribution,334.0,Expense,Inr,2017,September,2017-09,27,Wednesday
2017-09-25 17:57:52,Saving Bank Account 1,Food,Fruits,Half Kg Chiku,30.0,Expense,Inr,2017,September,2017-09,25,Monday
2017-09-25 17:56:56,Saving Bank Account 1,Food,Fruits,Apple 2 Kg (110) + Banana 1Kg (80),300.0,Expense,Inr,2017,September,2017-09,25,Monday
2017-09-24 21:05:55,Cash,Transportation,Auto,2 Place 0 To Current Residence,30.0,Expense,Inr,2017,September,2017-09,24,Sunday
2017-09-24 21:05:24,Cash,Transportation,Train,Place 0 To Ws Return,10.0,Expense,Inr,2017,September,2017-09,24,Sunday
2017-09-24 15:58:33,Credit Card,Culture,Movie,2,560.0,Expense,Inr,2017,September,2017-09,24,Sunday
2017-09-24 11:36:54,Cash,Food,Sweets,Half Kg Pedhe,280.0,Expense,Inr,2017,September,2017-09,24,Sunday
2017-09-24 11:36:37,Saving Bank Account 1,Beauty,Grooming,Hair Cut,100.0,Expense,Inr,2017,September,2017-09,24,Sunday
2017-09-23 21:04:58,Saving Bank Account 1,Food,Dinner,Chicken Masala Gravy,100.0,Expense,Inr,2017,September,2017-09,23,Saturday
2017-09-21 15:07:52,Cash,Other,Nan,Umbrella Cover Repair,10.0,Expense,Inr,2017,September,2017-09,21,Thursday
2017-09-21 15:06:36,Cash,Transportation,Auto,Place 0 To Current Residence,15.0,Expense,Inr,2017,September,2017-09,21,Thursday
2017-09-21 12:45:28,Cash,Food,Snacks,Vadapav,15.0,Expense,Inr,2017,September,2017-09,21,Thursday
2017-09-21 12:45:22,Cash,Food,Tea,Nan,10.0,Expense,Inr,2017,September,2017-09,21,Thursday
2017-09-21 08:05:45,Cash,Transportation,Train,Place 0 To Dadar Return,30.0,Expense,Inr,2017,September,2017-09,21,Thursday
2017-09-21 07:52:53,Cash,Family,Pocket Money,Nan,70.0,Expense,Inr,2017,September,2017-09,21,Thursday
2017-09-20 19:14:29,Saving Bank Account 1,Health,Health,Surgical Gloves Pair,20.0,Expense,Inr,2017,September,2017-09,20,Wednesday
2017-09-20 14:01:38,Saving Bank Account 1,Other,Nan,Csr,100.0,Expense,Inr,2017,September,2017-09,20,Wednesday
2017-09-20 14:01:26,Cash,Family,Pocket Money,Nan,20.0,Expense,Inr,2017,September,2017-09,20,Wednesday
2017-09-18 20:35:36,Saving Bank Account 1,Health,Medicine,Nan,55.0,Expense,Inr,2017,September,2017-09,18,Monday
2017-09-18 10:22:42,Cash,Food,Fruits,Half Kg Chiku,60.0,Expense,Inr,2017,September,2017-09,18,Monday
2017-09-18 10:22:20,Cash,Food,Fruits,Nariyal,55.0,Expense,Inr,2017,September,2017-09,18,Monday
2017-09-17 21:47:23,Saving Bank Account 1,Household,Kirana,Nan,114.0,Expense,Inr,2017,September,2017-09,17,Sunday
2017-09-17 12:45:37,Saving Bank Account 1,Health,Medicine,Nan,151.0,Expense,Inr,2017,September,2017-09,17,Sunday
2017-09-17 10:50:40,Credit Card,Household,Kirana,Supermart,558.0,Expense,Inr,2017,September,2017-09,17,Sunday
2017-09-17 10:50:23,Saving Bank Account 1,Food,Bread,Nan,35.0,Expense,Inr,2017,September,2017-09,17,Sunday
2017-09-17 10:50:09,Saving Bank Account 1,Food,Milk,1.5 Lit Milk,99.0,Expense,Inr,2017,September,2017-09,17,Sunday
2017-09-15 22:32:40,Cash,Food,Dinner,Sugaran Kitchen,60.0,Expense,Inr,2017,September,2017-09,15,Friday
2017-09-15 13:32:36,Saving Bank Account 1,Food,Lunch,Nan,130.0,Expense,Inr,2017,September,2017-09,15,Friday
2017-09-15 11:48:48,Cash,Food,Fruits,Nariyal,55.0,Expense,Inr,2017,September,2017-09,15,Friday
2017-09-15 11:48:08,Saving Bank Account 1,Health,Medicine,Nan,373.0,Expense,Inr,2017,September,2017-09,15,Friday
2017-09-15 11:47:49,Saving Bank Account 1,Health,Hospital,Doctor Fees,150.0,Expense,Inr,2017,September,2017-09,15,Friday
2017-09-15 11:46:38,Saving Bank Account 1,Transportation,Travels,2 Place 2 To Place 1 - Novelty Tour And Travels,1400.0,Expense,Inr,2017,September,2017-09,15,Friday
2017-09-15 09:56:50,Saving Bank Account 1,Food,Tea,2 Tea Parcel,24.0,Expense,Inr,2017,September,2017-09,15,Friday
2017-09-15 09:56:30,Saving Bank Account 1,Food,Breakfast,2 Plates Poha,50.0,Expense,Inr,2017,September,2017-09,15,Friday
2017-09-15 09:56:20,Saving Bank Account 1,Food,Milk,Milk 1Lit,66.0,Expense,Inr,2017,September,2017-09,15,Friday
2017-09-14 06:21:12,Credit Card,Food,Lunch,Nan,282.0,Expense,Inr,2017,September,2017-09,14,Thursday
2017-09-14 06:21:12,Saving Bank Account 1,Subscription,Tata Sky,Current Residence - Tata Play Recharge,100.0,Expense,Inr,2017,September,2017-09,14,Thursday
2017-09-13 21:24:47,Saving Bank Account 1,Food,Dinner,Sugaran Kitchen,110.0,Expense,Inr,2017,September,2017-09,13,Wednesday
2017-08-31 16:31:29,Saving Bank Account 2,Other,Nan,Sms Charges + Gst,17.7,Expense,Inr,2017,August,2017-08,31,Thursday
2017-08-31 10:23:19,Cash,Household,Toiletries,Odonil,60.0,Expense,Inr,2017,August,2017-08,31,Thursday
2017-08-31 10:22:22,Cash,Household,Kirana,Honey Small Bottle,10.0,Expense,Inr,2017,August,2017-08,31,Thursday
2017-08-31 10:22:07,Cash,Household,Kirana,Janeyu,5.0,Expense,Inr,2017,August,2017-08,31,Thursday
2017-08-31 10:21:37,Cash,Household,Kirana,Nariyal,25.0,Expense,Inr,2017,August,2017-08,31,Thursday
2017-08-31 06:56:51,Saving Bank Account 1,Gpay Reward,Nan,Nan,5.0,Income,Inr,2017,August,2017-08,31,Thursday
2017-08-31 06:56:39,Saving Bank Account 1,Gpay Reward,Nan,Nan,14.0,Income,Inr,2017,August,2017-08,31,Thursday
2017-08-31 06:56:17,Saving Bank Account 1,Food,Milk,1.5 Lit Milk,99.0,Expense,Inr,2017,August,2017-08,31,Thursday
2017-08-30 21:59:50,Saving Bank Account 1,Health,Medicine,5 Meftal Spas,22.0,Expense,Inr,2017,August,2017-08,30,Wednesday
2017-08-30 18:55:32,Saving Bank Account 1,Salary,Nan,From Workplace,61578.0,Income,Inr,2017,August,2017-08,30,Wednesday
2017-08-29 12:03:54,Cash,Transportation,Taxi,Ola Cab - Domestic Airport T1 To Current Residence,640.0,Expense,Inr,2017,August,2017-08,29,Tuesday
2017-08-28 12:06:47,Cash,Tourism,Trip,Misc Expense,200.0,Expense,Inr,2017,August,2017-08,28,Monday
2017-08-28 12:06:47,Cash,Food,Snacks,2 Chips Packets,20.0,Expense,Inr,2017,August,2017-08,28,Monday
2017-08-27 04:44:32,Cash,Tourism,Trip,Misc Expense,100.0,Expense,Inr,2017,August,2017-08,27,Sunday
2017-08-27 04:44:32,Cash,Health,Medicine,Vicks Inhaler,59.0,Expense,Inr,2017,August,2017-08,27,Sunday
2017-08-27 04:44:32,Cash,Transportation,Auto,Market To Resort,200.0,Expense,Inr,2017,August,2017-08,27,Sunday
2017-08-26 22:17:11,Cash,Food,Breakfast,Parle G Chota Pack,5.0,Expense,Inr,2017,August,2017-08,26,Saturday
2017-08-26 07:46:28,Saving Bank Account 1,Maturity Amount,Nan,Fd Matured,61754.0,Income,Inr,2017,August,2017-08,26,Saturday
2017-08-25 05:51:28,Cash,Health,Medicine,Strepsils 13 Pills,39.0,Expense,Inr,2017,August,2017-08,25,Friday
2017-08-24 22:31:56,Cash,Transportation,Auto,Auto : Mahal To Hotel,40.0,Expense,Inr,2017,August,2017-08,24,Thursday
2017-08-24 22:31:56,Credit Card,Food,Eating Out,Roof Top Lounge  (200 French Fries + 100 Masala Tea)+15 Gst + 10 Tip,325.0,Expense,Inr,2017,August,2017-08,24,Thursday
2017-08-24 16:09:59,Credit Card,Household,Home Decor,2 Bedsheets (1500 Each),3000.0,Expense,Inr,2017,August,2017-08,24,Thursday
2017-08-24 16:09:05,Credit Card,Apparel,Clothing,Jaipuri Handprinted Maharani Saree (1850 Two Pcs + 1500 1 Pc),5200.0,Expense,Inr,2017,August,2017-08,24,Thursday
2017-08-23 14:08:23,Cash,Food,Lunch,180 Chicken Sandwich + 120 Vada Pav & Samosa,300.0,Expense,Inr,2017,August,2017-08,23,Wednesday
2017-08-23 14:07:44,Cash,Transportation,Taxi,Ola Cab - Current Residence To Domestic Airport T1,850.0,Expense,Inr,2017,August,2017-08,23,Wednesday
2017-08-22 16:11:00,Cash,Family,Pocket Money,Nan,5000.0,Expense,Inr,2017,August,2017-08,22,Tuesday
2017-08-22 16:11:00,Cash,Household,Kitchen,Mahanagar Gas Connection Installation,300.0,Expense,Inr,2017,August,2017-08,22,Tuesday
2017-08-21 18:02:58,Saving Bank Account 1,Household,Appliances,Selfie Stick Bluetooth Tripod,280.0,Expense,Inr,2017,August,2017-08,21,Monday
2017-08-21 18:02:12,Saving Bank Account 1,Beauty,Grooming,Shaving,50.0,Expense,Inr,2017,August,2017-08,21,Monday
2017-08-21 11:59:10,Saving Bank Account 1,Food,Grocery,1.5 Kg Onions,33.0,Expense,Inr,2017,August,2017-08,21,Monday
2017-08-21 11:58:05,Saving Bank Account 1,Beauty,Accessories,Lens Cleaner,80.0,Expense,Inr,2017,August,2017-08,21,Monday
2017-08-21 11:52:41,Saving Bank Account 1,Education,Stationary,15 Fevistick + 12 Xerox2 & Print2,27.0,Expense,Inr,2017,August,2017-08,21,Monday
2017-08-20 21:01:24,Credit Card,Food,Ice Cream,Baskin Robbins,166.0,Expense,Inr,2017,August,2017-08,20,Sunday
2017-08-20 21:00:13,Credit Card,Food,Lunch,280 Chicken Dum Biryani+ 200 Paneer Tikka Laziz + Gst,504.0,Expense,Inr,2017,August,2017-08,20,Sunday
2017-08-20 20:59:43,Cash,Transportation,Auto,Bkc To Kurla Station,60.0,Expense,Inr,2017,August,2017-08,20,Sunday
2017-08-20 20:58:50,Saving Bank Account 1,Transportation,Taxi,Ola Cab - Siddhivinayak To Bkc,361.0,Expense,Inr,2017,August,2017-08,20,Sunday
